|      218 | AR11244   |  395.000000 |
|      350 | BQ1704    |  149.000000 |
|      350 | BQT1111   |  175.000000 |
|      218 | AR2473    |  275.000000 |
|      218 | AR60026   |  375.000000 |
|      244 | DZT2018   |  275.000000 |
|      190 | MKT5086J  |  350.000000 |
|      218 | AX1473    |  160.000000 |
|      190 | MK4467    |  225.000000 |
|      240 | SKW6422   |  145.000000 |
|      350 | FTW6068   |  249.000000 |
|      350 | CH2564    |  139.000000 |
|      190 | MK8281    |  275.000000 |
|      218 | AR11178   |  295.000000 |
|      190 | MK8295    |  250.000000 |
|      350 | FTW6036   |  295.000000 |
|      244 | DZT2021   |  275.000000 |
|      218 | AR11349   |  375.000000 |
|      190 | MK3898    |  195.000000 |
|      218 | AR11129   |  275.000000 |
|      218 | AR2500    |  175.000000 |
|      240 | SKW2867   |   75.000000 |
|      190 | MK6829    |  325.000000 |
|      218 | AR60024   |  425.000000 |
|      244 | DZT2032   |  250.000000 |
|      218 | AR2448    |  325.000000 |
|      218 | AR1909    |  375.000000 |
|      350 | BQ2607    |  169.000000 |
|      190 | MK4519    |  225.000000 |
|      218 | AX1327    |  140.000000 |
|      244 | DZ1437    |  100.000000 |
|      218 | AR60028   |  395.000000 |
|      240 | SKW6554   |  145.000000 |
|      218 | AR11245   |  395.000000 |
|      218 | AR11158   |  295.000000 |
|      350 | BQ2125    |  139.000000 |
|      350 | JR1487    |  159.000000 |
|      190 | MK3366    |  250.000000 |
|      218 | AR11180   |  245.000000 |
|      218 | AR1681    |  245.000000 |
|      190 | MK8561    |  275.000000 |
|      218 | AR11038   |  295.000000 |
|      190 | MK5896    |  295.000000 |
|      218 | AR1732    |  175.000000 |
|      350 | FS5742    |  129.000000 |
|      350 | ES3060    |  109.000000 |
|      190 | MK3514    |  195.000000 |
|      218 | AR11242   |  345.000000 |
|      190 | MK8077    |  275.000000 |
|      218 | AR1925    |  345.000000 |
|      218 | AX1344    |  140.000000 |
|      240 | SKT3002   |  195.000000 |
|      240 | SKW1127   |  175.000000 |
|      240 | SKW6604   |   95.000000 |
|      218 | AR1840    |  345.000000 |
|      190 | MK6950    |  225.000000 |
|      190 | MK8893    |  175.000000 |
|      350 | BQ2488    |   99.000000 |
|      190 | MKT5087J  |  350.000000 |
|      190 | MK8822    |  250.000000 |
|      190 | MK8490    |  250.000000 |
|      350 | BQ8002    |   99.000000 |
|      190 | MK5605    |  250.000000 |
|      350 | FTW7008   |  195.000000 |
|      218 | AX1814    |  250.000000 |
|      350 | BQ1564    |  149.000000 |
|      190 | MK3513    |  195.000000 |
|      190 | MK8824    |  250.000000 |
|      350 | BQ3502    |  109.000000 |
|      218 | AR1692    |  175.000000 |
|      218 | AR11293   |  495.000000 |
|      190 | MK4518    |  225.000000 |
|      240 | SKW7603   |  165.000000 |
|      240 | SKW6732   |  135.000000 |
|      244 | DZ1923    |  120.000000 |
|      350 | FS5657    |  129.000000 |
|      190 | MKT5073J  |  295.000000 |
|      218 | AR2434    |  325.000000 |
|      218 | AR60032   |  395.000000 |
|      218 | AR11264   |  375.000000 |
|      218 | AR60012   |  365.000000 |
|      218 | AX1325    |  140.000000 |
|      218 | AR11055   |  295.000000 |
|      218 | AR11059   |  345.000000 |
|      240 | SKT3001   |  195.000000 |
|      350 | BQ3656    |  159.000000 |
|      190 | MK8715    |  225.000000 |
|      190 | MK6597    |  275.000000 |
|      190 | MK8184    |  250.000000 |
|      190 | MKT5070J  |  295.000000 |
|      218 | AR11118   |  245.000000 |
|      350 | ES3590    |  139.000000 |
|      190 | MK6951    |  225.000000 |
|      218 | AR11181   |  245.000000 |
|      218 | AR11352   |  295.000000 |
|      190 | MK6863    |  275.000000 |
|      218 | AX2853    |  190.000000 |
|      350 | CH2565    |  139.000000 |
|      218 | AR11320   |  375.000000 |
|      350 | FTW7054   |  215.000000 |
|      350 | ES3077    |  129.000000 |
|      218 | AX1326    |  140.000000 |
|      218 | AX2702    |  160.000000 |
|      218 | AR11149   |  195.000000 |
|      218 | AX1347    |  140.000000 |
|      244 | DZ1961    |  160.000000 |
|      350 | JR1354    |  159.000000 |
|      240 | SKW2839   |   75.000000 |
|      190 | MK6847    |  195.000000 |
|      190 | MK8892    |  175.000000 |
|      218 | AR11319   |  325.000000 |
|      350 | FS5837    |  149.000000 |
|      350 | BQ3654    |  139.000000 |
|      240 | SKW6509   |   95.000000 |
|      190 | MK8783    |  275.000000 |
|      190 | MK3897    |  195.000000 |
|      218 | AR1908    |  325.000000 |
|      350 | ES1967    |   99.000000 |
|      350 | FTW1195   |  155.000000 |
|      240 | SKW2142   |  155.000000 |
|      350 | FTW7010   |  195.000000 |
|      218 | AX2400    |  160.000000 |
|      240 | SKW6621   |  125.000000 |
|      350 | BQ2404    |  149.000000 |
|      190 | MKS8004   |   85.000000 |
|      218 | AR1682    |  295.000000 |
|      244 | DZ7314    |  350.000000 |
|      190 | MK2915    |  225.000000 |
|      350 | FTW4047   |  249.000000 |
|      350 | BQ3658    |  149.000000 |
|      190 | MK8784    |  250.000000 |
|      190 | MK2907    |  195.000000 |
|      240 | SKW6331   |  115.000000 |
|      350 | FTW4042   |  295.000000 |
|      218 | AR11259   |  295.000000 |
|      218 | AR11159   |  195.000000 |
|      240 | SKT3100   |  195.000000 |
|      240 | SKW7205   |  175.000000 |
|      244 | DZ1916    |  140.000000 |
|      218 | AR11314   |  195.000000 |
|      218 | ART3000   |  295.000000 |
|      190 | MKT5052J  |  395.000000 |
|      190 | MKT5069J  |  325.000000 |
|      240 | SKW7207   |  155.000000 |
|      190 | MK8602    |  275.000000 |
|      240 | SKW6623   |  125.000000 |
|      190 | MK8734    |  225.000000 |
|      240 | SKW2825   |  145.000000 |
|      190 | MK2740    |  150.000000 |
|      190 | MK6838    |  295.000000 |
|      190 | MK3364    |  250.000000 |
|      350 | FTW7007   |  195.000000 |
|      218 | AX5323    |  120.000000 |
|      190 | MK5550    |  250.000000 |
|      218 | AR11243   |  245.000000 |
|      218 | AR11353   |  295.000000 |
|      240 | SKW2838   |   75.000000 |
|      218 | ARS3405   | 1195.000000 |
|      190 | MK8731    |  275.000000 |
|      190 | MK8603    |  275.000000 |
|      190 | MK6911    |  295.000000 |
|      350 | FS5658    |  129.000000 |
|      350 | BQ3496    |  119.000000 |
|      190 | MK6959    |  250.000000 |
|      218 | AR11325   |  245.000000 |
|      350 | BQ2369    |  139.000000 |
|      240 | SKW6624   |  145.000000 |
|      218 | AX2414    |  160.000000 |
|      218 | AX2425    |   95.000000 |
|      350 | BQ2510    |  159.000000 |
|      350 | BQ3570SET |  169.000000 |
|      240 | SKT5206   |  295.000000 |
|      218 | ART3033   |  295.000000 |
|      240 | SKW6508   |   95.000000 |
|      190 | MK6843    |  395.000000 |
|      218 | AX5653    |  220.000000 |
|      240 | SKW6567   |  155.000000 |
|      350 | BQ3545    |  139.000000 |
|      240 | SKW6510   |   95.000000 |
|      240 | SKW2916   |  135.000000 |
|      240 | SKW6471   |  155.000000 |
|      244 | DZ1784    |  160.000000 |
|      244 | DZ4543    |  220.000000 |
|      350 | BQ2490    |  149.000000 |
|      350 | BQ1571    |  129.000000 |
|      240 | SKW6546   |  115.000000 |
|      240 | SKW6735   |  195.000000 |
|      350 | ES2811    |  139.000000 |
|      218 | AR11294   |  445.000000 |
|      350 | ES3202    |  119.000000 |
|      190 | MK8405    |  275.000000 |
|      218 | AX1346    |  140.000000 |
|      350 | ES5071    |  129.000000 |
|      350 | ES4720    |  149.000000 |
|      218 | AR60013   |  365.000000 |
|      240 | SKT5207   |  295.000000 |
|      350 | ES5087    |  129.000000 |
|      190 | MK6837    |  295.000000 |
|      350 | FS5403    |  139.000000 |
|      350 | BQ3370    |  109.000000 |
|      240 | SKW6552   |  115.000000 |
|      190 | MK3845    |  225.000000 |
|      218 | AR1763    |  295.000000 |
|      190 | MK6960    |  275.000000 |
|      350 | BQT5006   |  175.000000 |
|      244 | DZ4566    |  260.000000 |
|      350 | FTW7009   |  215.000000 |
|      190 | MK8712    |  225.000000 |
|      244 | DZ1893    |  120.000000 |
|      218 | AR11157   |  295.000000 |
|      190 | MK4570    |  225.000000 |
|      218 | AX5905    |  160.000000 |
|      218 | AR11160   |  195.000000 |
|      190 | MK8830    |  225.000000 |
|      350 | BQ2556    |  139.000000 |
|      350 | BQT1106   |  155.000000 |
|      240 | SKW6329   |  115.000000 |
|      218 | AR11390   |  195.000000 |
|      350 | BQ3455    |  139.000000 |
|      190 | MK8889    |  325.000000 |
|      350 | FTW7035   |  195.000000 |
|      350 | FS5783    |  139.000000 |
|      218 | AR11354   |  295.000000 |
|      240 | SKW6566   |  175.000000 |
|      240 | SKW6733   |  205.000000 |
|      218 | ART3032   |  225.000000 |
|      350 | BQ2552    |  159.000000 |
|      218 | AR11313   |  195.000000 |
|      350 | ES5017    |  109.000000 |
|      350 | FTW7016   |  215.000000 |
|      190 | MK6655    |  250.000000 |
|      240 | SKW6568   |  145.000000 |
|      218 | AX2852    |  230.000000 |
|      350 | BQ3596    |  129.000000 |
|      350 | FTW7018   |  195.000000 |
|      350 | BQ3659    |  149.000000 |
|      218 | AR11210   |  195.000000 |
|      240 | SKW2977   |  155.000000 |
|      350 | AM4141    |  109.000000 |
|      218 | AX4369    |   95.000000 |
|      190 | MK3178    |  195.000000 |
|      190 | MK6764    |  275.000000 |
|      350 | BQ2364    |  149.000000 |
|      218 | AX4404    |  110.000000 |
|      240 | SKW2828   |  195.000000 |
|      218 | AX4401    |  110.000000 |
|      350 | FS5652    |  129.000000 |
|      350 | BQ1126    |  169.000000 |
|      218 | AX2602    |  200.000000 |
|      240 | SKW2773   |  165.000000 |
|      350 | BQ2282    |  169.000000 |
|      350 | ES4700    |   89.000000 |
|      350 | ES2830    |  109.000000 |
|      190 | MK8829    |  250.000000 |
|      350 | ME3155    |  249.000000 |
|      218 | AX4402    |  110.000000 |
